date_time,category,account,amount,currency,tags,month,type
2025-03-15,Other,acct_1,33.0,BYN,tag_1,3,expenses
2025-03-13,Gifts,acct_1,34.0,BYN,tag_1,3,expenses
2025-03-13,Gifts,acct_1,24.0,BYN,tag_1,3,expenses
2025-03-13,Public transport,acct_2,1.0,BYN,tag_2,3,expenses
2025-03-12,Public transport,acct_2,1.0,BYN,tag_2,3,expenses
2025-03-12,Public transport,acct_2,1.0,BYN,tag_3,3,expenses
2025-03-12,Gifts,acct_1,82.0,BYN,tag_1,3,expenses
2025-03-11,Gifts,acct_1,6.0,BYN,tag_1,3,expenses
2025-03-11,Other,acct_3,7.0,BYN,tag_1,3,expenses
2025-03-11,Other,acct_3,5.0,BYN,tag_1,3,expenses
2025-03-11,Other,acct_3,36.0,BYN,tag_1,3,expenses
2025-03-10,Cafe,acct_3,1.0,BYN,tag_1,3,expenses
2025-03-10,Cafe,acct_3,3.0,BYN,tag_1,3,expenses
2025-03-10,Public transport,acct_2,1.0,BYN,tag_6,3,expenses
2025-03-09,Other,acct_3,43.0,BYN,tag_1,3,expenses
2025-03-08,Gifts,acct_1,10.0,BYN,tag_1,3,expenses
2025-03-07,Food,acct_1,10.0,BYN,tag_1,3,expenses
2025-03-07,Food,acct_1,4.0,BYN,tag_1,3,expenses
2025-03-07,Cafe,acct_1,6.0,BYN,tag_1,3,expenses
2025-03-07,Taxi,acct_1,11.0,BYN,tag_1,3,expenses
2025-03-06,Public transport,acct_2,1.0,BYN,tag_3,3,expenses
2025-03-06,Public transport,acct_2,1.0,BYN,tag_2,3,expenses
2025-03-05,Loan given,acct_1,1172.0,BYN,tag_1,3,expenses
2025-03-05,Other,acct_1,1156.0,BYN,tag_1,3,expenses
2025-03-05,Cafe,acct_3,2.0,BYN,tag_1,3,expenses
2025-03-05,Gifts,acct_1,11.0,BYN,tag_1,3,expenses
2025-03-05,Public transport,acct_2,1.0,BYN,tag_2,3,expenses
2025-03-05,Gifts,acct_3,8.0,BYN,tag_1,3,expenses
2025-03-04,Gifts,acct_3,0.0,BYN,tag_1,3,expenses
2025-03-04,Gifts,acct_1,5.0,BYN,tag_1,3,expenses
2025-03-04,Gifts,acct_1,89.0,BYN,tag_1,3,expenses
2025-03-04,Public transport,acct_2,1.0,BYN,tag_3,3,expenses
2025-03-04,Public transport,acct_2,1.0,BYN,tag_2,3,expenses
2025-03-04,Cafe,acct_3,3.0,BYN,tag_1,3,expenses
2025-03-03,Public transport,acct_2,0.0,BYN,tag_4,3,expenses
2025-03-03,Public transport,acct_2,1.0,BYN,tag_6,3,expenses
2025-03-03,Public transport,acct_2,1.0,BYN,tag_2,3,expenses
2025-03-01,Cafe,acct_1,24.0,BYN,tag_1,3,expenses
2025-02-28,Food,acct_1,5.0,BYN,tag_1,2,expenses
2025-02-28,Cafe,acct_1,5.0,BYN,tag_1,2,expenses
2025-02-28,Public transport,acct_2,1.0,BYN,tag_2,2,expenses
2025-02-27,Public transport,acct_2,1.0,BYN,tag_3,2,expenses
2025-02-27,Public transport,acct_2,1.0,BYN,tag_2,2,expenses
2025-02-26,Public transport,acct_2,1.0,BYN,tag_3,2,expenses
2025-02-26,Public transport,acct_2,2.0,BYN,tag_4,2,expenses
2025-02-26,Public transport,acct_2,1.0,BYN,tag_2,2,expenses
2025-02-26,Leisure,acct_1,8.0,BYN,tag_1,2,expenses
2025-02-25,Public transport,acct_2,1.0,BYN,tag_3,2,expenses
2025-02-25,Cafe,acct_1,5.0,BYN,tag_1,2,expenses
2025-02-25,Public transport,acct_2,1.0,BYN,tag_2,2,expenses
2025-02-22,Gifts,acct_1,11.0,BYN,tag_1,2,expenses
2025-02-22,Cafe,acct_1,6.0,BYN,tag_1,2,expenses
2025-02-21,Loan given,acct_1,59.0,BYN,tag_1,2,expenses
2025-02-21,Gifts,acct_1,18.0,BYN,tag_1,2,expenses
2025-02-21,Food,acct_1,13.0,BYN,tag_1,2,expenses
2025-02-19,Food,acct_1,21.0,BYN,tag_1,2,expenses
2025-02-19,Public transport,acct_2,1.0,BYN,tag_2,2,expenses
2025-02-19,University,acct_1,8.0,BYN,tag_1,2,expenses
2025-02-18,Cafe,acct_1,71.0,BYN,tag_1,2,expenses
2025-02-18,Public transport,acct_2,1.0,BYN,tag_2,2,expenses
2025-02-18,University,acct_1,10.0,BYN,tag_1,2,expenses
2025-02-17,Health,acct_1,19.0,BYN,tag_1,2,expenses
2025-02-17,Health,acct_1,18.0,BYN,tag_1,2,expenses
2025-02-17,Public transport,acct_2,1.0,BYN,tag_6,2,expenses
2025-02-17,Food,acct_1,5.0,BYN,tag_1,2,expenses
2025-02-17,University,acct_1,13.0,BYN,tag_1,2,expenses
2025-02-15,Cafe,acct_1,6.0,BYN,tag_1,2,expenses
2025-02-15,Public transport,acct_2,1.0,BYN,tag_2,2,expenses
2025-02-14,Food,acct_1,5.0,BYN,tag_1,2,expenses
2025-02-13,University,acct_1,10.0,BYN,tag_1,2,expenses
2025-02-13,Public transport,acct_1,5.0,BYN,tag_1,2,expenses
2025-02-11,Health,acct_1,9.0,BYN,tag_1,2,expenses
2025-02-10,Taxi,acct_1,8.0,BYN,tag_1,2,expenses
2025-02-07,Public transport,acct_2,1.0,BYN,tag_3,2,expenses
2025-02-07,Other,acct_1,16.0,BYN,tag_1,2,expenses
2025-02-06,Cafe,acct_1,17.0,BYN,tag_1,2,expenses
2025-02-06,Food,acct_1,4.0,BYN,tag_1,2,expenses
2025-02-05,Other,acct_1,19.0,BYN,tag_1,2,expenses
2025-02-05,Other,acct_1,48.0,BYN,tag_1,2,expenses
2025-02-05,Other,acct_1,29.0,BYN,tag_1,2,expenses
2025-02-04,Cafe,acct_1,34.0,BYN,tag_1,2,expenses
2025-02-04,Health,acct_1,48.0,BYN,tag_1,2,expenses
2025-02-04,Public transport,acct_2,2.0,BYN,tag_3,2,expenses
2025-02-04,Taxi,acct_1,15.0,BYN,tag_1,2,expenses
2025-02-03,Leisure,acct_1,26.0,BYN,tag_1,2,expenses
2025-02-02,Cafe,acct_1,5.0,BYN,tag_1,2,expenses
2025-01-31,Food,acct_3,1.0,BYN,tag_1,1,expenses
2025-01-31,Other,acct_1,42.0,BYN,tag_1,1,expenses
2025-01-30,Other,acct_1,60.0,BYN,tag_1,1,expenses
2025-01-30,Health,acct_1,23.0,BYN,tag_1,1,expenses
2025-01-30,Public transport,acct_1,5.0,BYN,tag_1,1,expenses
2025-01-29,Food,acct_3,0.0,BYN,tag_1,1,expenses
2025-01-28,Public transport,acct_2,1.0,BYN,tag_3,1,expenses
2025-01-28,Public transport,acct_2,2.0,BYN,tag_4,1,expenses
2025-01-27,Taxi,acct_1,12.0,BYN,tag_1,1,expenses
2025-01-27,Taxi,acct_1,4.0,BYN,tag_1,1,expenses
2025-01-27,Food,acct_1,31.0,BYN,tag_1,1,expenses
2025-01-25,Public transport,acct_2,1.0,BYN,tag_2,1,expenses
2025-01-25,Food,acct_3,0.0,BYN,tag_1,1,expenses
2025-01-24,Food,acct_3,12.0,BYN,tag_1,1,expenses
2025-01-24,Public transport,acct_2,1.0,BYN,tag_3,1,expenses
2025-01-23,Other,acct_1,55.0,BYN,tag_1,1,expenses
2025-01-23,Other,acct_1,210.0,BYN,tag_1,1,expenses
2025-01-23,Other,acct_3,0.0,BYN,tag_1,1,expenses
2025-01-22,Food,acct_3,1.0,BYN,tag_1,1,expenses
2025-01-22,Cafe,acct_1,70.0,BYN,tag_1,1,expenses
2025-01-22,Public transport,acct_2,1.0,BYN,tag_4,1,expenses
2025-01-21,Fines,acct_3,21.0,BYN,tag_1,1,expenses
2025-01-21,Taxi,acct_3,6.0,BYN,tag_1,1,expenses
2025-01-20,Public transport,acct_2,1.0,BYN,tag_6,1,expenses
2025-01-20,Public transport,acct_2,2.0,BYN,tag_2,1,expenses
2025-01-20,Food,acct_3,0.0,BYN,tag_1,1,expenses
2025-01-18,Gifts,acct_3,8.0,BYN,tag_1,1,expenses
2025-01-18,Gifts,acct_1,170.0,BYN,tag_1,1,expenses
2025-01-18,Other,acct_3,61.0,BYN,tag_1,1,expenses
2025-01-18,Food,acct_3,14.0,BYN,tag_1,1,expenses
2025-01-17,Taxi,acct_3,9.0,BYN,tag_1,1,expenses
2025-01-17,Public transport,acct_2,1.0,BYN,tag_3,1,expenses
2025-01-16,Public transport,acct_2,1.0,BYN,tag_3,1,expenses
2025-01-16,Taxi,acct_3,10.0,BYN,tag_1,1,expenses
2025-01-15,Public transport,acct_2,1.0,BYN,tag_4,1,expenses
2025-01-15,Public transport,acct_2,1.0,BYN,tag_2,1,expenses
2025-01-15,Food,acct_3,2.0,BYN,tag_1,1,expenses
2025-01-15,Public transport,acct_2,1.0,BYN,tag_3,1,expenses
2025-01-14,Public transport,acct_2,1.0,BYN,tag_3,1,expenses
2025-01-13,Food,acct_3,1.0,BYN,tag_1,1,expenses
2025-01-13,Food,acct_1,13.0,BYN,tag_1,1,expenses
2025-01-13,Public transport,acct_2,1.0,BYN,tag_6,1,expenses
2025-01-13,Public transport,acct_2,1.0,BYN,tag_4,1,expenses
2025-01-12,Other,acct_3,70.0,BYN,tag_1,1,expenses
2025-01-11,Food,acct_3,6.0,BYN,tag_1,1,expenses
2025-01-10,Public transport,acct_2,1.0,BYN,tag_2,1,expenses
2025-01-09,Taxi,acct_1,14.0,BYN,tag_1,1,expenses
2025-01-08,Taxi,acct_1,15.0,BYN,tag_1,1,expenses
2025-01-07,Food,acct_1,5.0,BYN,tag_1,1,expenses
